"waterbody_segment","pollutant_name","test_fraction","pollutant_group","n_samples","most_recent_sample_year","n_detects","most_recent_detect_year","n_sample_dates","n_ccc_exceedance","n_cmc_exceedance","n_d_exceedance","most_recent_ccc_exceedance_date","most_recent_ccc_exceedance_year","most_recent_cmc_exceedance_date","most_recent_cmc_exceedance_year","most_recent_d_exceedance_date","most_recent_d_exceedance_year","n_since_most_recent_ccc_exceedance","n_since_most_recent_cmc_exceedance","n_since_most_recent_d_exceedance","n_samples_2011_to_2021","most_recent_sample_2011_to_2021","n_detects_2011_to_2021","most_recent_detect_2011_to_2021","n_ccc_exceedance_2011_to_2021","n_cmc_exceedance_2011_to_2021","n_d_exceedance_2011_to_2021","n_samples_2016_to_2021","most_recent_sample_2016_to_2021","n_detects_2016_to_2021","most_recent_detect_2016_to_2021","n_ccc_exceedance_2016_to_2021","n_cmc_exceedance_2016_to_2021","n_d_exceedance_2016_to_2021","n_c_exceedance","n_c_exceedance_2011_to_2021","n_c_exceedance_2016_to_2021","n_since_most_recent_c_exceedance","most_recent_c_exceedance_date","current_category","ccc_criterion","ccc_dl_ratio_range","ccc_dl_ratio","cmc_criterion","cmc_dl_ratio_range","cmc_dl_ratio","c_criterion","c_dl_ratio","d_criterion","d_dl_ratio_range","d_dl_ratio","tidal_type","fish_tissue_results_class_d","updated_tmdl","d_decision_case_number","decision_category","d_decision_description"
"ROCK CREEK UPPER","COPPER","TOTAL","COPPER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"SOAPSTONE CREEK","COPPER","TOTAL","COPPER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Remove from Category 3"
"TEXAS AVENUE TRIBUTARY","COPPER","TOTAL","COPPER",6,2019,6,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,6,2019,6,"2019",0,0,0,3,2019,3,"2019",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"TIDAL BASIN","COPPER","TOTAL","COPPER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"WASHINGTON SHIP CHANNEL","COPPER","TOTAL","COPPER",16,2016,16,"2016",4,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,16,2016,16,"2016",0,0,0,12,2016,12,"2016",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"WATTS BRANCH LOWER","COPPER","TOTAL","COPPER",3,2017,3,"2017",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2017,3,"2017",0,0,0,3,2017,3,"2017",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"WATTS BRANCH UPPER","COPPER","TOTAL","COPPER",13,2021,13,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,13,"2021",0,0,0,13,2021,13,"2021",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"BATTERY KEMBLE CREEK","COPPER","TOTAL","COPPER",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,1,"2013",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Remove from Category 3"
"C&O CANAL","COPPER","TOTAL","COPPER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FORT CHAPLIN TRIBUTARY","COPPER","TOTAL","COPPER",6,2019,6,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,6,2019,6,"2019",0,0,0,3,2019,3,"2019",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FORT DAVIS TRIBUTARY","COPPER","TOTAL","COPPER",6,2019,5,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,6,2019,5,"2019",0,0,0,3,2019,2,"2019",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FOUNDRY BRANCH","COPPER","TOTAL","COPPER",2,2013,2,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,2,2013,2,"2013",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"ANACOSTIA LOWER","LEAD","TOTAL","LEAD",49,2021,49,"2021",21,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,49,2021,49,"2021",0,0,0,37,2021,37,"2021",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"ANACOSTIA UPPER","LEAD","TOTAL","LEAD",37,2016,37,"2016",11,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,37,2016,37,"2016",0,0,0,18,2016,18,"2016",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"BROAD BRANCH","LEAD","TOTAL","LEAD",13,2021,7,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,7,"2021",0,0,0,13,2021,7,"2021",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"DALECARLIA TRIBUTARY","LEAD","TOTAL","LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"DUMBARTON OAKS","LEAD","TOTAL","LEAD",13,2021,10,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,10,"2021",0,0,0,13,2021,10,"2021",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FENWICK BRANCH","LEAD","TOTAL","LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FORT DUPONT TRIBUTARY","LEAD","TOTAL","LEAD",16,2021,16,"2021",16,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,16,2021,16,"2021",0,0,0,13,2021,13,"2021",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FORT STANTON TRIBUTARY","LEAD","TOTAL","LEAD",17,2021,13,"2021",16,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,17,2021,13,"2021",0,0,0,13,2021,9,"2021",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"HICKEY RUN","LEAD","TOTAL","LEAD",1,2017,1,"2017",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2017,1,"2017",0,0,0,1,2017,1,"2017",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"KINGMAN LAKE","LEAD","TOTAL","LEAD",22,2016,22,"2016",10,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,22,2016,22,"2016",0,0,0,12,2016,12,"2016",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"KLINGLE VALLEY","LEAD","TOTAL","LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"LUZON BRANCH","LEAD","TOTAL","LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"MELVIN HAZEN VALLEY BRANCH","LEAD","TOTAL","LEAD",13,2021,10,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,10,"2021",0,0,0,13,2021,10,"2021",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"NASH RUN","LEAD","TOTAL","LEAD",4,2014,4,"2014",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,4,2014,4,"2014",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"NORMANSTONE CREEK","LEAD","TOTAL","LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"OXON RUN","LEAD","TOTAL","LEAD",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,1,"2013",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"PINEHURST BRANCH","LEAD","TOTAL","LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"PINEY BRANCH","LEAD","TOTAL","LEAD",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,1,"2013",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"POPE BRANCH","LEAD","TOTAL","LEAD",1,2017,1,"2017",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2017,1,"2017",0,0,0,1,2017,1,"2017",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"PORTAL BRANCH","LEAD","TOTAL","LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"POTOMAC LOWER","LEAD","TOTAL","LEAD",13,2021,13,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,13,"2021",0,0,0,13,2021,13,"2021",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"POTOMAC MIDDLE","LEAD","TOTAL","LEAD",13,2021,11,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,11,"2021",0,0,0,13,2021,11,"2021",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"POTOMAC UPPER","LEAD","TOTAL","LEAD",13,2021,11,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,11,"2021",0,0,0,13,2021,11,"2021",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"ROCK CREEK LOWER","LEAD","TOTAL","LEAD",13,2021,12,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,12,"2021",0,0,0,13,2021,12,"2021",0,0,0,0,0,0,0,NA,"4a",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Remove from Category 4a"
"ROCK CREEK UPPER","LEAD","TOTAL","LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"SOAPSTONE CREEK","LEAD","TOTAL","LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"TEXAS AVENUE TRIBUTARY","LEAD","TOTAL","LEAD",3,2014,3,"2014",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,3,"2014",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"TIDAL BASIN","LEAD","TOTAL","LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"WASHINGTON SHIP CHANNEL","LEAD","TOTAL","LEAD",16,2016,16,"2016",4,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,16,2016,16,"2016",0,0,0,12,2016,12,"2016",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Tidal","No exceedances","No",0,NA,"Not listed - take no action"
"WATTS BRANCH LOWER","LEAD","TOTAL","LEAD",3,2017,3,"2017",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2017,3,"2017",0,0,0,3,2017,3,"2017",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"WATTS BRANCH UPPER","LEAD","TOTAL","LEAD",13,2021,13,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,13,"2021",0,0,0,13,2021,13,"2021",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"BATTERY KEMBLE CREEK","LEAD","TOTAL","LEAD",1,2013,1,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,1,"2013",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"C&O CANAL","LEAD","TOTAL","LEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FORT CHAPLIN TRIBUTARY","LEAD","TOTAL","LEAD",3,2014,3,"2014",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,3,"2014",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FORT DAVIS TRIBUTARY","LEAD","TOTAL","LEAD",3,2014,3,"2014",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,3,"2014",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"FOUNDRY BRANCH","LEAD","TOTAL","LEAD",2,2013,2,"2013",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,2,2013,2,"2013",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"no criteria",NA,NA,"Non-tidal","NA - not sampled","No",0,NA,"Not listed - take no action"
"ANACOSTIA LOWER","MERCURY","TOTAL","MERCURY",62,2021,4,"2016",34,0,0,1,NA,"Never",NA,"Never",1991-04-09,"1991",0,0,59,49,2021,3,"2016",0,0,0,37,2021,0,"Never",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Tidal","No exceedances","No",15,"Category 2","Not listed - take no action"
"ANACOSTIA UPPER","MERCURY","TOTAL","MERCURY",70,2016,3,"2016",21,0,0,2,NA,"Never",NA,"Never",1994-07-12,"1994",0,0,45,30,2016,1,"2016",0,0,0,18,2016,0,"Never",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Tidal","No exceedances","No",15,"Category 2","Not listed - take no action"
"BROAD BRANCH","MERCURY","TOTAL","MERCURY",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"DALECARLIA TRIBUTARY","MERCURY","TOTAL","MERCURY",10,1995,0,"Never",10,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"DUMBARTON OAKS","MERCURY","TOTAL","MERCURY",13,2021,1,"2020",13,0,0,1,NA,"Never",NA,"Never",2020-08-12,"2020",0,0,10,13,2021,1,"2020",0,0,1,13,2021,1,"2020",0,0,1,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Non-tidal","NA - not sampled","No",16,"Category 2","Not listed - take no action"
"FENWICK BRANCH","MERCURY","TOTAL","MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"FORT DUPONT TRIBUTARY","MERCURY","TOTAL","MERCURY",14,2021,0,"Never",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"FORT STANTON TRIBUTARY","MERCURY","TOTAL","MERCURY",24,2021,0,"Never",24,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"HICKEY RUN","MERCURY","TOTAL","MERCURY",112,2021,100,"2021",112,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,101,2021,100,"2021",0,0,0,100,2021,99,"2021",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"KINGMAN LAKE","MERCURY","TOTAL","MERCURY",33,2016,0,"Never",18,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,18,2016,0,"Never",0,0,0,12,2016,0,"Never",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Tidal","No exceedances","No",15,"Category 2","Not listed - take no action"
"KLINGLE VALLEY","MERCURY","TOTAL","MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"LUZON BRANCH","MERCURY","TOTAL","MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"MELVIN HAZEN VALLEY BRANCH","MERCURY","TOTAL","MERCURY",13,2021,1,"2020",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,1,"2020",0,0,0,13,2021,1,"2020",0,0,0,0,0,0,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"NASH RUN","MERCURY","TOTAL","MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"NORMANSTONE CREEK","MERCURY","TOTAL","MERCURY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
"OXON RUN","MERCURY","TOTAL","MERCURY",11,1995,0,"Never",11,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,"Not Listed",NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.00113 - 1.33","less than 1","Non-tidal","NA - not sampled","No",15,"Category 2","Not listed - take no action"
