Waterbody,Parameter,Impairment Status,Year,Include,Number of Samples,Number of detects,Number of Detects,Number of likely unflagged NDs,% of samples DL > CCC,CCC_e,CMC_e,D_e,min_e,max_e,CCC_ef,CMC_ef,D_ef
Nash Run,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,Chlordane,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,Dieldrin,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,Heptachlor epoxide,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,PAH1,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,PAH2,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Nash Run,PAH3,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Arsenic,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Copper,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Lead,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Zinc,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,DDD,Not impaired 2014,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,DDE,Not impaired 2014,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,DDT,Not impaired 2014,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Chlordane,Not impaired 2014,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Dieldrin,Revised 2016,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,Heptachlor epoxide,Revised 2016,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,PAH1,Not impaired 2014,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,PAH2,Not impaired 2014,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Normanstone Creek,PAH3,Not impaired 2014,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,Arsenic,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,Lead,Not impaired 2014,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,DDD,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,DDE,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,Dieldrin,Revised 2016,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,Heptachlor epoxide,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Oxon Run,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Lead,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Dieldrin,Revised 2016,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,Heptachlor epoxide,Revised 2016,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pinehurst Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,Arsenic,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,Lead,Not impaired 2014,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,Chlordane,Revised 2016,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,Dieldrin,Revised 2016,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,Heptachlor epoxide,Revised 2016,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Piney Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Arsenic,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Copper,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Lead,Not impaired 2014,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Zinc,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Chlordane,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Dieldrin,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,Heptachlor epoxide,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,PAH1,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,PAH2,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Pope Branch,PAH3,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Lead,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Dieldrin,Revised 2016,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,Heptachlor epoxide,Revised 2016,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Portal Branch,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Arsenic,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Copper,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Lead,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Zinc,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,DDD,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,DDE,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,DDT,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Chlordane,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Dieldrin,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,Heptachlor epoxide,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,PAH1,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,PAH2,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Lower,PAH3,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Arsenic,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Copper,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Lead,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Zinc,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,DDD,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,DDE,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,DDT,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Chlordane,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Dieldrin,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,Heptachlor epoxide,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,PAH1,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,PAH2,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Middle,PAH3,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Arsenic,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Copper,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Lead,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Zinc,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,DDD,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,DDE,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,DDT,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Chlordane,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Dieldrin,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,Heptachlor epoxide,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,PAH1,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,PAH2,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Potomac Upper,PAH3,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Arsenic,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Copper,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Lead,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Zinc,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,DDD,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,DDE,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,DDT,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Chlordane,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Dieldrin,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,Heptachlor epoxide,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,PAH1,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,PAH2,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Lower,PAH3,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Arsenic,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Copper,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Lead,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Zinc,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,DDD,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,DDE,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,DDT,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Chlordane,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Dieldrin,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,Heptachlor epoxide,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,PAH1,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,PAH2,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Rock Creek Upper,PAH3,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,Arsenic,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,Copper,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,Lead,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,Zinc,"Not impaired, but moved to Cat. 3, 2014/ Impaired for Class D 2020",1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,Chlordane,Revised 2016,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,Dieldrin,Revised 2016,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,Heptachlor epoxide,Revised 2016,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Soapstone Creek,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Texas Avenue Tributary,Arsenic,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Texas Avenue Tributary,Copper,Not impaired 2014,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Texas Avenue Tributary,Lead,Not impaired 2014,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Texas Avenue Tributary,Zinc,Not impaired 2014,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Texas Avenue Tributary,DDD,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Texas Avenue Tributary,DDE,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Texas Avenue Tributary,DDT,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Texas Avenue Tributary,Chlordane,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Texas Avenue Tributary,Dieldrin,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Texas Avenue Tributary,Heptachlor epoxide,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Texas Avenue Tributary,PAH1,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Texas Avenue Tributary,PAH2,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Texas Avenue Tributary,PAH3,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,Arsenic,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,Copper,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,Lead,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,Zinc,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,Dieldrin,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,Heptachlor epoxide,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Tidal Basin,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Washington Ship Channel,Arsenic,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Washington Ship Channel,Copper,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Washington Ship Channel,Lead,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Washington Ship Channel,Zinc,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Washington Ship Channel,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Washington Ship Channel,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Washington Ship Channel,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Washington Ship Channel,Chlordane,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Washington Ship Channel,Dieldrin,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Washington Ship Channel,Heptachlor epoxide,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Washington Ship Channel,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Washington Ship Channel,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Washington Ship Channel,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch,Arsenic,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch,Copper,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch,Lead,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch,Zinc,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch,DDD,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch,DDE,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch,DDT,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch,Chlordane,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch,Dieldrin,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch,Heptachlor epoxide,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch,PAH1,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch,PAH2,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch,PAH3,,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Lower,Arsenic,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Lower,Copper,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Lower,Lead,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Lower,Zinc,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Lower,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Lower,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Lower,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Lower,Chlordane,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Lower,Dieldrin,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Lower,Heptachlor epoxide,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Lower,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Lower,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Lower,PAH3,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Upper,Arsenic,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Upper,Copper,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Upper,Lead,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Upper,Zinc,Not impaired ,1984,No,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Upper,DDD,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Upper,DDE,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Upper,DDT,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Upper,Chlordane,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Upper,Dieldrin,Remaining impairment,1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Upper,Heptachlor epoxide,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Upper,PAH1,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
Watts Branch - Upper,PAH2,"Cat. 3, 2014/Impaired for Class D, 2020",1984,Yes,0,,0,0,-,0,0,0,0,0,-,-,-
